Id,Predicted
19307997,493.60926383018216
20176193,172.74247312272482
19485371,59.644618226804596
13079990,60.27485281940883
22339757,59.72283748867689
7717071,143.83910691164118
19416433,173.04485376765462
28602814,273.5845594464508
3167768,311.2620407601248
22026277,265.98243690269265
20982450,108.01925008741405
16271468,57.22801505506375
14445183,109.99364252208727
6040356,150.9737754658968
11484489,191.71020824804071
29541600,171.48272646073522
2793834,143.9759989075926
588677,171.587436655706
22940375,131.23064364311466
26126728,65.89507686131678
8072662,125.84800299654552
26250574,118.69791025514223
19568889,98.2137641200404
2048796,63.331757636353295
24938213,95.97821805620619
8555036,134.17234499824357
22108302,90.77408413377603
3625656,108.66339017979773
11238715,62.78713086274988
5041360,62.962561277761715
3989564,134.90864791597127
22662308,211.770257328427
17728208,115.02001634389609
13597896,68.2560545484546
13083638,136.17044956674906
8760775,113.99875161661761
25518930,163.25825521372303
17256297,129.36781351392355
1975069,97.25673019914116
479285,61.32778461426866
22050058,77.15662118199397
21844210,283.2352581083083
25835470,49.669626638278935
27853108,133.09156307522886
9486111,226.5552812928493
23148095,53.769289499749505
26603929,81.34909399074573
6272181,87.93657477823697
22674576,110.99425806018364
20758205,247.8885339184934
22928982,344.99291288092684
28582815,149.28883717662836
13406622,386.21817884544095
24429072,266.89421689809103
4031951,90.77408413377603
25380861,231.36884510178174
18946416,284.4215741289765
9028856,302.9122769755057
29455324,207.71167990466802
23342877,60.94020652279047
28333465,66.74138836003964
29335812,91.02443203879842
15621557,57.33139513691634
22240208,331.21687271363606
14851292,148.7019197315977
13649833,87.20540152398156
6843556,253.36983656850512
4881610,122.17360138840857
14125183,58.30720072083738
13374115,92.55428155851894
12495831,173.77357018269916
11963123,122.99498599160697
16024539,144.53756486757015
4351563,142.02564659188138
27141784,183.8581165932643
14684699,145.81292908401986
5031569,145.71743934361137
9046203,177.52484477294863
16238779,317.12381206590095
4629359,209.67621775073903
3811186,91.76912345212928
8703711,138.00647473879636
26814509,533.1502097094855
17556436,82.07758868135032
27368543,210.54509249433397
16456543,68.89855432225063
190542,173.99450443103424
18753645,147.67424069673166
14928996,83.3081047187755
24918804,182.7796785200673
29569480,86.88575447732553
4434797,71.00720486616802
7403108,302.8198740327182
14070967,119.43189462192161
28624477,119.12318527279155
7632182,103.60627962079231
27507052,71.44536737663853
10681555,164.27336092742215
26224149,79.67415479986512
15010339,108.12710525577444
21979587,119.7609853905683
491123,72.22739652421713
1703303,145.81292908401986
13276073,183.52536382127116
10336325,187.59071840214065
18504631,55.29700561266484
12983221,189.59641114062524
28893280,206.00996579960966
10995810,106.87837805228074
29490463,63.106793401464465
19476873,216.76871836915572
11693193,129.67802603752935
3766496,104.9735396369283
13936825,72.74251574406844
9331413,171.587436655706
15144105,58.55423690984249
25763994,64.28290329175793
18457273,59.644618226804596
10120414,221.90838382700392
26770369,60.16056279036142
