Id,Predicted
19307997,281.9576410564326
20176193,128.89306094676186
19485371,156.21712469432515
13079990,85.4472377397825
22339757,161.2740664078768
7717071,157.01916183798718
19416433,136.0303786535068
28602814,247.14735041634367
3167768,336.1835292735226
22026277,183.21904186423637
20982450,61.939856211788424
16271468,158.89058183986012
14445183,125.44596024732323
6040356,83.30847202335381
11484489,156.48447040887785
29541600,136.0303786535068
2793834,157.2865075525386
588677,132.6359009505127
22940375,160.67845540398466
26126728,183.21904186424283
8072662,183.21904186423637
26250574,33.71369738164199
19568889,203.67313361960828
2048796,61.93985621178928
24938213,162.90076755816497
8555036,183.21904186423637
22108302,107.90427776228364
3625656,88.94177338170094
11238715,80.90236059237155
5041360,88.94177338170051
3989564,83.04112630880023
22662308,297.5215353387524
17728208,157.01916183798502
13597896,183.11645407376503
13083638,82.23908916513948
8760775,157.5538532670922
25518930,80.90236059237155
17256297,205.08982311988126
1975069,161.56403898539705
479285,62.74189335544918
22050058,110.8125546373463
21844210,254.9557238865205
25835470,79.62947408594275
27853108,139.82170925843164
9486111,271.15689738841877
23148095,65.14800478643144
26603929,209.90582639222072
6272181,107.90427776228364
22674576,156.75181612343144
20758205,175.27968701383068
22928982,440.55901533431125
28582815,155.0929409730132
13406622,302.94642424091086
24429072,228.75206344989624
4031951,107.90427776228364
25380861,157.2865075525386
18946416,179.90830549912135
9028856,226.88064344802243
29455324,230.40770507496592
23342877,82.50643487969306
28333465,81.97174345058589
29335812,183.21904186423765
15621557,107.90427776228364
22240208,256.02510674473484
14851292,179.1572888081846
13649833,156.21712469432427
6843556,203.40578790505384
4881610,41.753110170970956
14125183,81.9717434505902
13374115,179.69198023729155
12495831,131.7012798829004
11963123,129.77505901792983
16024539,80.90236059237262
4351563,80.90236059237155
27141784,161.56403898539597
14684699,103.57517899167765
5031569,81.43705202148065
9046203,195.57478757191225
16238779,85.26363336310868
4629359,274.632391677615
3811186,102.7731418480184
8703711,106.78332756632066
26814509,205.08982311988342
17556436,107.9042777622843
27368543,205.08982311988126
16456543,107.90427776228364
190542,103.04048756257134
18753645,103.0404875625722
14928996,134.3237165757142
24918804,181.56340023916704
29569480,79.62947408594275
4434797,29.448440677376844
7403108,183.21904186423637
